Row ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
1299,08-12-2016,12-12-2016,Second Class,Quincy Jones,Corporate,United States,Saint Paul,Minnesota,55106,Central,Technology,Phones,114.95,5,0,2.299
1300,04-10-2015,07-10-2015,First Class,Alex Avila,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,26.96,2,0,7.0096
1301,23-12-2016,25-12-2016,Second Class,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,572.76,6,0,166.1004
1302,23-12-2016,25-12-2016,Second Class,Logan Currie,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,286.38,3,0,83.0502
1303,19-09-2015,24-09-2015,Second Class,Tracy Collins,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,61.96,2,0,4.3372
1304,03-07-2017,07-07-2017,Standard Class,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,23.99,1,0,5.5177
1305,03-07-2017,07-07-2017,Standard Class,Chuck Sachs,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,287.97,3,0,77.7519
1306,14-07-2016,16-07-2016,Second Class,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,419.944,7,0.2,52.493
1307,20-06-2016,21-06-2016,First Class,Roy Collins,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Paper,46.76,7,0,22.4448
1308,20-06-2016,21-06-2016,First Class,Roy Collins,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,17.712,3,0.2,6.4206
1309,20-06-2016,21-06-2016,First Class,Roy Collins,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,21.78,2,0,5.6628
1310,20-06-2016,21-06-2016,First Class,Roy Collins,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,161.94,3,0,9.7164
1311,20-06-2016,21-06-2016,First Class,Roy Collins,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,161.568,2,0.2,-8.0784
1312,09-12-2016,13-12-2016,Standard Class,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,3.69,1,0,1.7343
1313,09-12-2016,13-12-2016,Standard Class,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,122.12,4,0,56.1752
1314,24-09-2016,01-10-2016,Standard Class,Pete Kriz,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,155.372,2,0.3,-13.3176
1315,18-12-2016,23-12-2016,Standard Class,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0,18.6624
1316,18-12-2016,23-12-2016,Standard Class,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,183.84,8,0,62.5056
1317,18-12-2016,23-12-2016,Standard Class,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,579.3,5,0,28.965
1318,10-12-2017,14-12-2017,Standard Class,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,14.2,1,0.2,3.3725
1319,01-07-2014,05-07-2014,Standard Class,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,Technology,Phones,575.92,2,0.2,71.99
1320,01-07-2014,05-07-2014,Standard Class,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,Office Supplies,Binders,5.184,6,0.7,-3.6288
1321,03-02-2017,08-02-2017,Standard Class,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,5.229,3,0.7,-4.1832
1322,03-02-2017,08-02-2017,Standard Class,Matt Collins,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,285.552,2,0.2,35.694
1323,03-03-2017,08-03-2017,Standard Class,Liz Preis,Consumer,United States,Murray,Kentucky,42071,South,Office Supplies,Appliances,72.8,5,0,19.656
1324,09-10-2017,10-10-2017,First Class,Evan Bailliet,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,10.816,4,0.2,3.5152
1325,28-09-2014,03-10-2014,Standard Class,George Zrebassa,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,46.26,3,0,12.4902
1326,27-05-2014,30-05-2014,First Class,Laurel Elliston,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,17.46,6,0.8,-30.555
1327,14-06-2015,18-06-2015,Standard Class,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.072,6,0.2,5.1072
1328,30-03-2016,01-04-2016,First Class,Cathy Prescott,Corporate,United States,Norwich,Connecticut,6360,East,Office Supplies,Paper,11.34,1,0,5.5566
1329,15-10-2017,18-10-2017,Second Class,Frank Gastineau,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,87.92,4,0,26.376
1330,23-05-2016,27-05-2016,Standard Class,Lisa DeCherney,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,37.05,3,0,16.302
1331,02-06-2017,06-06-2017,Standard Class,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052,East,Technology,Phones,2.97,1,0.4,-0.6435
1332,02-06-2017,06-06-2017,Standard Class,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Storage,27.44,2,0.2,2.401
1333,16-02-2014,21-02-2014,Standard Class,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.08,3,0.8,-1.728
1334,16-02-2014,21-02-2014,Standard Class,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,7.96,2,0.8,-13.93
1335,06-05-2014,10-05-2014,Standard Class,Harold Pawlan,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,140.736,8,0.2,52.776
1336,16-05-2016,23-05-2016,Standard Class,Jim Radford,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Storage,552.56,4,0,0
1337,02-04-2017,07-04-2017,Standard Class,Jamie Frazer,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,25.11,3,0,6.5286
1338,31-03-2017,02-04-2017,Second Class,Chad McGuire,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,29.78,2,0,8.0406
1339,31-03-2017,02-04-2017,Second Class,Chad McGuire,Consumer,United States,New York City,New York,10011,East,Technology,Phones,677.58,3,0,176.1708
1340,31-03-2017,02-04-2017,Second Class,Chad McGuire,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,75.04,8,0,36.0192
1341,02-01-2017,04-01-2017,First Class,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,Technology,Machines,695.7,2,0.5,-27.828
1342,02-01-2017,04-01-2017,First Class,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,15.66,5,0.7,-12.528
1343,02-01-2017,04-01-2017,First Class,Aaron Smayling,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,28.854,6,0.7,-21.1596
1344,28-05-2015,01-06-2015,Standard Class,Karl Braun,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Art,47.82,3,0,14.346
1345,28-05-2015,01-06-2015,Standard Class,Karl Braun,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Labels,13.05,5,0,6.003
1346,17-03-2014,24-03-2014,Standard Class,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,93.78,2,0,36.5742
1347,17-03-2014,24-03-2014,Standard Class,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.18,7,0,23.59
1348,17-03-2014,24-03-2014,Standard Class,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,19.68,6,0,5.7072
1349,17-03-2014,24-03-2014,Standard Class,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,53.4,10,0,25.098
1350,17-03-2014,24-03-2014,Standard Class,Bradley Nguyen,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,35.88,6,0,17.2224
1351,03-10-2014,08-10-2014,Second Class,Beth Paige,Consumer,United States,Evanston,Illinois,60201,Central,Furniture,Chairs,258.279,3,0.3,-70.1043
1352,28-03-2016,31-03-2016,First Class,Aaron Smayling,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,31.4,2,0,7.85
1353,04-05-2017,09-05-2017,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,183.96,5,0.2,20.6955
1354,04-05-2017,09-05-2017,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,17.61,3,0,8.4528
1355,04-05-2017,09-05-2017,Standard Class,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,Furniture,Tables,300.904,1,0.2,11.2839
1356,05-07-2014,05-07-2014,Same Day,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,220.776,3,0.2,-44.1552
1357,05-07-2014,05-07-2014,Same Day,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,281.424,11,0.2,-35.178
1358,05-05-2016,07-05-2016,First Class,Natalie DeCherney,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Paper,79.14,3,0,36.4044
1359,26-04-2017,27-04-2017,First Class,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,1.988,1,0.6,-1.4413
1360,26-09-2014,01-10-2014,Second Class,Kean Takahito,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,145.568,2,0.2,0
1361,19-10-2017,25-10-2017,Standard Class,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,123.256,7,0.2,9.2442
1362,19-10-2017,25-10-2017,Standard Class,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,23.68,4,0.2,7.4
1363,19-10-2017,25-10-2017,Standard Class,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,309.576,4,0.4,-56.7556
1364,10-11-2017,11-11-2017,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,38.388,14,0.7,-25.592
1365,10-11-2017,11-11-2017,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,Technology,Machines,95.994,2,0.7,-63.996
1366,10-11-2017,11-11-2017,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,Technology,Accessories,239.952,6,0.2,-35.9928
1367,10-11-2017,11-11-2017,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,201.584,2,0.2,15.1188
1368,10-11-2017,11-11-2017,First Class,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,899.136,4,0.2,-146.1096
1369,08-07-2017,11-07-2017,First Class,Sam Zeldin,Home Office,United States,Pico Rivera,California,90660,West,Furniture,Furnishings,145.9,5,0,62.737
1370,24-12-2015,28-12-2015,Standard Class,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,590.058,7,0.7,-786.744
1371,24-12-2015,28-12-2015,Standard Class,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,14.04,3,0.2,1.5795
1372,07-03-2017,12-03-2017,Standard Class,Michael Granlund,Home Office,United States,Clinton,Maryland,20735,East,Technology,Accessories,49.08,3,0,4.908
1373,01-04-2014,06-04-2014,Second Class,Kunst Miller,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,29.6,2,0,14.8
1374,01-04-2014,06-04-2014,Second Class,Kunst Miller,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,17.088,4,0.2,5.5536
1375,14-09-2015,19-09-2015,Standard Class,Christina Anderson,Consumer,United States,Provo,Utah,84604,West,Furniture,Tables,912.75,5,0,118.6575
1376,04-08-2014,09-08-2014,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Appliances,1089.75,3,0,305.13
1377,04-08-2014,09-08-2014,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,447.84,8,0,219.4416
1378,04-08-2014,09-08-2014,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Art,16.4,5,0,4.264
1379,04-08-2014,09-08-2014,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,Technology,Phones,399.96,5,0.2,34.9965
1380,04-08-2014,09-08-2014,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Storage,158.9,5,0,7.945
1381,04-08-2014,09-08-2014,Second Class,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,13.184,1,0.2,4.7792
1382,03-09-2016,09-09-2016,Standard Class,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,83.952,3,0.6,-90.2484
1383,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Storage,80.98,1,0,1.6196
1384,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,348.84,9,0,170.9316
1385,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,9.45,5,0,0.189
1386,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Furnishings,18.84,3,0,7.1592
1387,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Bookcases,239.98,2,0,52.7956
1388,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,167.96,2,0,78.9412
1389,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,104.85,3,0,28.3095
1390,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,484.83,3,0,126.0558
1391,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,122.97,3,0,60.2553
1392,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Storage,154.44,3,0,1.5444
1393,05-02-2016,05-02-2016,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,342.37,7,0,160.9139
1394,03-07-2017,04-07-2017,First Class,Yana Sorensen,Corporate,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,9.552,3,0.2,1.5522
1395,09-10-2017,14-10-2017,Standard Class,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Tables,652.45,5,0.5,-430.617
1396,09-10-2017,14-10-2017,Standard Class,Cyma Kinney,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Tables,66.645,3,0.5,-42.6528
1397,24-11-2016,26-11-2016,First Class,Nat Carroll,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,17.216,4,0.2,6.0256
1398,24-11-2016,26-11-2016,First Class,Nat Carroll,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,11.56,2,0,5.6644
1399,24-11-2016,26-11-2016,First Class,Nat Carroll,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,88.4,4,0,11.492
1400,24-11-2016,26-11-2016,First Class,Nat Carroll,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,6.48,1,0,3.1104
1401,01-11-2016,05-11-2016,Standard Class,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,Technology,Phones,21.8,2,0,6.104
1402,01-11-2016,05-11-2016,Standard Class,Katherine Murray,Home Office,United States,Salem,Virginia,24153,South,Office Supplies,Envelopes,251.79,3,0,118.3413
1403,19-04-2016,25-04-2016,Standard Class,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Tables,205.176,2,0.4,-58.1332
1404,19-04-2016,25-04-2016,Standard Class,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,419.4,5,0.2,146.79
1405,06-04-2014,08-04-2014,First Class,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,10.304,1,0.2,-2.1896
1406,06-04-2014,08-04-2014,First Class,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,154.764,3,0.4,-36.1116
1407,06-04-2014,08-04-2014,First Class,Shirley Daniels,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,116.784,2,0.2,21.897
1408,02-09-2016,06-09-2016,Standard Class,Karen Daniels,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,75.48,2,0,19.6248
1409,02-09-2016,06-09-2016,Standard Class,Karen Daniels,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,39.98,2,0,9.995
1410,25-09-2016,30-09-2016,Standard Class,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,393.165,3,0.5,-204.4458
1411,04-11-2017,11-11-2017,Standard Class,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Labels,23.68,2,0.2,8.88
1412,09-07-2016,13-07-2016,Standard Class,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,408.006,2,0.1,72.5344
1413,09-07-2016,13-07-2016,Standard Class,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,165.28,4,0,14.8752
1414,30-06-2014,05-07-2014,Standard Class,Helen Abelman,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,334.768,7,0.2,108.7996
1415,28-01-2017,31-01-2017,Second Class,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,West,Technology,Accessories,239.97,3,0,26.3967
1416,28-01-2017,31-01-2017,Second Class,Beth Thompson,Home Office,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,37.74,3,0,12.8316
1417,21-09-2015,24-09-2015,First Class,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,946.344,7,0.2,118.293
1418,21-09-2015,24-09-2015,First Class,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,Technology,Accessories,151.2,3,0.2,32.13
1419,21-09-2015,24-09-2015,First Class,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,4.928,4,0.6,-1.4784
1420,26-09-2015,30-09-2015,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,86.272,4,0.2,31.2736
1421,26-09-2015,30-09-2015,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,72.588,2,0.7,-48.392
1422,26-09-2015,30-09-2015,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Appliances,60.672,2,0.2,14.4096
1423,26-09-2015,30-09-2015,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,77.031,9,0.7,-59.0571
1424,26-09-2015,30-09-2015,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,119.904,6,0.2,-1.4988
1425,26-09-2015,30-09-2015,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,Technology,Phones,263.96,5,0.2,23.0965
1426,26-09-2015,30-09-2015,Standard Class,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,363.648,4,0.2,-86.3664
1427,31-10-2015,04-11-2015,Second Class,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,9.728,2,0.2,3.2832
1428,31-10-2015,04-11-2015,Second Class,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,Office Supplies,Envelopes,14.75,5,0,7.08
1429,31-10-2015,04-11-2015,Second Class,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,29.8,5,0.2,9.3125
1430,31-10-2015,04-11-2015,Second Class,Damala Kotsonis,Corporate,United States,Salinas,California,93905,West,Office Supplies,Labels,427.42,14,0,196.6132
1431,26-11-2017,30-11-2017,Standard Class,Liz Thompson,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,220.752,8,0.4,-40.4712
1432,19-12-2014,21-12-2014,Second Class,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Binders,152.76,6,0,74.8524
1433,19-12-2014,21-12-2014,Second Class,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Supplies,7.27,1,0,1.9629
1434,19-12-2014,21-12-2014,Second Class,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,Furniture,Chairs,1819.86,14,0,163.7874
1435,26-12-2016,30-12-2016,Standard Class,Frank Preis,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,33.9,5,0,15.594
1436,20-06-2017,27-06-2017,Standard Class,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper,31.104,6,0.2,10.8864
1437,20-06-2017,27-06-2017,Standard Class,Shui Tom,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Art,5.248,2,0.2,0.5904
1438,15-10-2015,15-10-2015,Same Day,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,263.88,3,0.2,42.8805
1439,15-10-2015,15-10-2015,Same Day,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Chairs,2453.43,5,0.3,-350.49
1440,12-04-2017,15-04-2017,Second Class,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,29.7,5,0,13.365
1441,12-04-2017,15-04-2017,Second Class,Bill Donatelli,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,39.96,4,0,17.982
1442,19-12-2017,24-12-2017,Second Class,Michael Moore,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,36.672,2,0.2,11.46
1443,05-08-2017,08-08-2017,First Class,Pauline Webber,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,13.76,2,0,6.3296
1444,01-10-2015,06-10-2015,Standard Class,Shaun Chance,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,139.424,4,0.2,17.428
1445,23-05-2016,28-05-2016,Standard Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Phones,1979.928,9,0.2,148.4946
1446,13-06-2017,16-06-2017,First Class,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,164.736,4,0.2,-39.1248
1447,13-06-2017,16-06-2017,First Class,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,470.302,7,0.3,-87.3418
1448,13-06-2017,16-06-2017,First Class,Shirley Daniels,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,47.984,2,0.2,5.998
1449,23-04-2014,24-04-2014,First Class,Theresa Swint,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,2.502,3,0.7,-1.7514
1450,01-05-2015,07-05-2015,Standard Class,Jennifer Braxton,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,88.752,3,0.2,11.094
1451,19-07-2015,20-07-2015,First Class,Thais Sissman,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,2.025,1,0.7,-1.35
1452,26-11-2016,29-11-2016,First Class,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Paper,70.98,7,0,34.7802
1453,26-11-2016,29-11-2016,First Class,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Binders,91.68,3,0,45.84
1454,26-11-2016,29-11-2016,First Class,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Binders,33.75,5,0,16.875
1455,26-11-2016,29-11-2016,First Class,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,Technology,Machines,3040,8,0,1459.2
1456,12-06-2017,19-06-2017,Standard Class,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,91.2,3,0,41.952
1457,12-06-2017,19-06-2017,Standard Class,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Tables,452.94,3,0,67.941
1458,17-08-2015,21-08-2015,Standard Class,Shaun Chance,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,52.2,9,0,23.49
1459,25-09-2016,01-10-2016,Standard Class,Nicole Hansen,Corporate,United States,Irving,Texas,75061,Central,Office Supplies,Labels,15.936,4,0.2,5.1792
1460,04-05-2014,04-05-2014,Same Day,Andrew Allen,Consumer,United States,Middletown,Connecticut,6457,East,Furniture,Furnishings,27.46,2,0,9.8856
1461,01-12-2015,08-12-2015,Standard Class,Logan Currie,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,55.424,2,0.2,19.3984
1462,11-03-2016,15-03-2016,Standard Class,Mick Brown,Consumer,United States,Vineland,New Jersey,8360,East,Furniture,Tables,244.006,2,0.3,-31.3722
1463,26-08-2016,28-08-2016,First Class,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506,Central,Technology,Accessories,159.984,2,0.2,43.9956
1464,26-08-2016,28-08-2016,First Class,Linda Cazamias,Corporate,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,1024.716,6,0.3,-29.2776
1465,16-12-2016,19-12-2016,First Class,Keith Dawkins,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,3.68,2,0,1.8032
1466,08-08-2014,14-08-2014,Standard Class,Maria Bertelson,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,121.376,4,0.2,-3.0344
1467,08-08-2014,14-08-2014,Standard Class,Maria Bertelson,Consumer,United States,Glendale,Arizona,85301,West,Technology,Accessories,95.976,3,0.2,-10.7973
1468,16-05-2015,16-05-2015,Same Day,Tracy Hopkins,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Accessories,255.968,4,0.2,31.996
1469,09-12-2017,13-12-2017,Standard Class,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,872.94,3,0,226.9644
1470,09-12-2017,13-12-2017,Standard Class,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,41.54,2,0,19.5238
1471,09-12-2017,13-12-2017,Standard Class,Damala Kotsonis,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,12.96,2,0,6.2208
1472,24-09-2015,27-09-2015,Second Class,Odella Nelson,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,6.848,2,0.2,0.5992
1473,11-07-2017,15-07-2017,Standard Class,Katherine Nockton,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,8.67,3,0,4.0749
1474,01-12-2015,02-12-2015,Same Day,Neoma Murray,Consumer,United States,Houston,Texas,77036,Central,Furniture,Furnishings,6.688,4,0.6,-4.0128
1475,19-11-2016,25-11-2016,Standard Class,Nora Pelletier,Home Office,United States,Niagara Falls,New York,14304,East,Office Supplies,Art,17.28,6,0,5.0112
1476,19-11-2016,25-11-2016,Standard Class,Nora Pelletier,Home Office,United States,Niagara Falls,New York,14304,East,Office Supplies,Binders,17.712,3,0.2,6.4206
